Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,Au_ppm,East,North,Level,is_synthetic
0.883,1.17,9.15,54.7,0.33,0.05,0.03,0.01,1.99,1.65,17.45,4.31,4.34,0.75,4.54,0.025,0.3,0.48,1.14,0.06,159.96,1.04,0.02,0.54,1.35,132.42,5.26,39.07,0.001,0.005,41.1,2.24,0.5,0.2,10.51,0.05,0.025,0.63,0.06,0.39,0.19,30.34,0.45,1.5,4.19,11.72,0,0.007,7466.576,7548.027,1246.0,0
0.1,6.96,4.28,326.33,0.83,0.22,1.39,0.13,32.69,14.85,29.54,5.09,22.19,4.77,15.19,0.12,1.26,0.86,16.37,1.99,851.6,0.45,1.87,6.38,11.97,675.62,13.91,53.36,0.001,0.01,1.34,13.09,0.5,1.2,337.88,0.39,0.025,2.71,0.43,0.57,0.7,131.09,0.57,12.82,98.79,38.52,0,0.0025,5543.563,7699.075,773.0,0
0.284,6.57,185.37,697.91,1.43,0.05,0.93,0.23,50.36,6.66,3.95,27.41,6.57,4.07,16.53,0.15,3.19,2.75,23.94,0.23,1066.27,3.87,0.12,8.78,2.16,811.68,41.36,142.48,0.001,0.02,53.25,8.27,0.5,1.43,68.03,0.64,0.025,7.65,0.33,2.18,1.9,63.23,2.37,22.98,57.86,139.92,0,0.0025,7387.851,8826.55,672.85,0
0.247,8.81,8.87,499.25,1.05,0.29,3.09,0.09,31.89,8.07,12.69,4.5,9.3,2.34,21.53,0.09,0.9,2.02,13.89,1.82,485.47,2.54,1.39,5.77,5.27,723.28,15.07,72.22,0.001,0.33,0.88,13.05,1.0,2.65,243.71,0.39,0.82,3.77,0.42,0.9,0.83,121.84,3.89,16.37,50.45,33.84,0,0.042,5098.788,6502.139,1130.0,0
0.667,4.27,11.38,133.58,0.5,0.06,0.24,0.13,12.85,6.12,26.6,3.6,36.22,2.37,7.47,0.025,0.87,0.84,5.08,0.86,805.25,0.21,0.91,1.99,5.42,426.59,8.82,54.04,0.001,0.01,10.97,6.36,0.5,0.39,44.0,0.13,0.142,1.39,0.2,0.48,0.32,52.98,1.38,4.41,46.73,24.95,0,0.005,6361.0,7666.0,878.0,0
0.105,5.36,2.96,398.53,1.06,0.05,0.63,0.09,33.4,6.01,14.24,11.81,6.2,3.68,11.71,0.09,1.29,1.72,16.53,0.63,810.79,0.47,1.06,4.55,1.76,718.74,9.67,111.94,0.001,0.02,2.46,10.33,0.5,1.12,105.98,0.34,0.025,4.35,0.32,0.83,1.12,95.94,0.94,13.14,62.5,44.78,0,0.0025,5643.0,8216.0,589.0,0
0.046,1.18,4.15,148.46,0.43,0.05,0.12,0.05,6.21,1.47,20.77,1.79,6.91,0.98,3.07,0.025,0.61,0.37,3.36,0.07,167.92,1.09,0.12,1.57,1.99,271.23,7.04,21.36,0.001,0.01,1.98,1.39,0.5,0.41,16.67,0.19,0.025,1.47,0.05,0.13,2.04,11.73,0.19,3.82,6.64,24.4,0,0.0025,14159.0,56.0,1307.0,0
0.362,8.19,12.92,1138.33,1.87,0.31,1.2,1.03,50.54,10.67,18.28,6.71,23.64,2.86,17.95,0.1,2.05,3.03,25.07,0.44,698.39,0.67,2.1,7.87,13.16,565.3,62.06,126.47,0.001,0.18,3.52,6.69,0.5,0.59,332.4,0.71,0.025,12.78,0.2,1.2,3.1,39.27,0.98,12.5,106.43,65.04,0,0.005,11802.383,8850.063,1180.08,0
2.711,2.25,12.78,156.74,0.23,0.32,0.86,0.25,7.58,1.59,22.66,2.98,37.79,5.36,6.19,0.07,0.69,0.78,3.65,0.08,235.25,41.85,0.16,1.77,1.3,409.26,615.15,47.78,0.001,0.1,11.18,3.91,0.5,0.97,42.42,0.11,0.721,1.36,0.15,0.43,0.58,46.68,1.25,2.68,92.35,37.11,0,0.028,4482.802,6411.963,947.0,0
0.029,10.18,2.39,817.75,1.7,0.005,3.24,0.05,35.02,8.41,5.18,7.42,4.27,5.25,17.56,0.08,4.02,0.95,16.25,1.41,1094.53,0.33,3.98,8.58,1.72,1625.66,37.23,26.67,0.001,0.005,2.24,7.24,0.5,2.27,653.27,0.58,0.025,3.72,0.4,0.63,1.49,55.9,0.49,20.55,252.51,160.17,0,0.0025,10026.0,8974.0,1185.0,0
0.02,8.63,9.36,740.51,2.01,0.12,0.73,0.19,59.93,16.01,35.04,6.56,19.44,4.76,20.7,0.11,1.78,1.83,34.33,0.87,742.22,0.42,2.54,10.94,10.98,713.92,3.94,100.53,0.001,0.04,3.82,17.63,1.0,2.06,214.16,0.71,0.025,6.37,0.62,0.67,1.33,120.65,0.89,25.45,40.45,65.82,0,0.0025,13637.0,7880.0,1442.0,0
0.623,4.81,428.85,85.66,1.2,3.83,0.13,0.1,4.88,6.13,44.79,2.68,128.74,4.24,18.66,0.06,2.03,0.79,2.31,0.82,106.85,3.53,0.27,10.19,5.85,299.3,86.52,35.9,0.001,0.01,46.22,13.01,2.73,5.05,35.72,0.69,0.323,6.79,0.33,0.67,4.52,87.37,12.47,10.73,21.89,81.06,0,0.012,11548.95,9832.829,1412.9,0
0.474,9.25,1.96,651.57,1.01,0.09,3.47,0.14,29.05,6.47,10.57,1.48,190.25,3.6,17.73,0.13,0.32,1.62,14.65,1.11,641.49,8.03,2.68,6.69,2.09,724.91,8.86,43.77,0.001,0.03,0.72,6.45,0.5,1.2,551.8,0.49,0.025,4.44,0.36,0.3,1.27,88.5,12.31,11.9,48.77,4.31,0,0.0025,5576.0,4860.0,794.0,0
0.053,6.02,2.66,755.38,1.48,0.11,1.74,0.12,57.86,0.98,4.05,4.01,5.12,2.02,17.57,0.13,1.97,2.11,30.57,0.12,426.62,2.0,2.22,8.95,0.83,92.81,16.03,79.41,0.001,0.01,3.24,10.84,0.5,3.56,202.25,0.77,0.025,13.13,0.08,0.55,3.06,4.38,0.32,30.56,33.69,60.27,0,0.012,5390.0,6303.0,1296.0,0
0.186,0.5,22.54,10.92,0.09,0.05,0.01,0.05,8.44,0.47,42.11,0.6,3.08,0.81,1.0,0.025,0.32,0.16,4.04,0.01,54.05,1.2,0.02,1.64,3.14,41.5,2.96,7.9,0.001,0.01,8.62,0.62,0.5,0.29,3.45,0.1,0.025,1.41,0.06,0.11,0.22,4.9,0.7,1.51,7.46,4.46,0,0.0025,4729.95,7936.9,275.0,0
2.439,6.77,18.6,162.27,1.84,3.92,0.76,38.93,44.14,0.74,29.9,3.18,530.49,3.59,14.51,0.16,0.99,0.92,18.36,1.29,1247.24,0.66,0.38,6.46,85.01,911.82,514.0,51.27,0.001,0.02,12.58,12.69,1.06,8.05,76.41,0.5,0.081,11.48,0.25,0.66,1.97,127.03,1.28,55.85,7348.9,27.32,0,0.006,11952.674,10040.002,1362.64,0
14.388,6.76,105.06,488.44,0.76,1.29,2.31,18.81,29.6,12.91,43.82,5.22,275.84,7.22,16.62,0.2,1.62,1.83,13.73,1.13,1239.96,4.16,1.5,5.44,9.76,820.8,597.23,102.64,0.001,2.14,25.12,16.17,3.24,4.45,173.59,0.35,7.092,3.2,0.43,1.4,0.96,124.52,3.67,16.44,3138.92,51.14,1,0.401,6973.099,4908.679,1117.0,0
1.034,10.12,1.91,2136.14,2.09,1.64,2.88,3.47,19.18,5.17,12.03,29.05,13.04,1.34,15.97,0.06,0.92,4.54,8.44,0.78,445.63,0.36,2.1,7.97,2.24,891.09,256.22,187.81,0.001,0.09,2.48,13.35,1.06,4.38,310.98,0.58,0.618,3.39,0.56,2.31,0.55,94.41,6.75,21.1,653.73,34.82,0,0.008,5154.828,6439.146,1186.5,0
0.392,4.84,14.21,212.08,0.56,0.05,3.27,0.16,22.99,9.85,22.13,6.13,12.11,2.8,10.91,0.1,1.37,1.57,10.35,0.66,1263.51,1.29,0.35,3.9,7.28,560.58,9.79,83.34,0.001,0.005,18.28,9.55,0.5,0.85,103.61,0.25,0.025,2.12,0.26,1.07,0.64,82.04,2.36,10.72,47.95,47.46,0,0.016,7617.0,7439.0,1215.0,0
0.054,8.06,3.22,547.67,1.21,0.05,5.23,0.14,28.05,20.04,28.85,3.21,21.69,5.13,19.45,0.07,3.75,1.28,13.08,1.44,864.35,1.68,1.94,6.3,10.88,991.21,9.04,26.83,0.001,0.01,2.02,16.95,0.5,1.31,414.13,0.51,0.025,3.69,0.53,0.3,1.35,146.16,0.71,15.4,82.48,139.79,0,0.0025,9361.382,6661.742,1417.3,0
0.178,5.49,3971.63,797.73,1.35,0.05,0.39,0.07,43.4,0.46,4.37,4.26,2.13,0.81,11.38,0.025,2.29,3.87,25.8,0.08,355.71,0.76,0.08,5.11,0.62,81.43,17.05,169.03,0.001,0.13,11.29,1.04,0.5,1.78,51.49,0.8,0.025,16.67,0.04,1.62,4.39,1.0,0.76,11.52,28.87,61.52,0,0.043,8556.85,5870.64,1368.65,0
4.045,2.54,6.96,135.73,0.47,0.14,0.82,0.27,6.35,2.0,18.36,1.88,6.37,1.1,5.84,0.025,0.31,0.84,3.2,0.13,196.44,23.46,0.23,0.49,2.17,90.23,8.27,51.05,0.001,0.19,11.01,1.52,0.5,0.31,41.46,0.025,0.613,0.49,0.04,0.4,0.11,53.29,0.48,2.08,48.6,8.98,1,1.831,4919.0,6694.0,1020.0,0
1.496,6.89,2.09,354.42,2.21,0.06,0.25,5.69,61.26,0.84,1.96,2.96,13.76,1.17,20.14,0.06,2.42,2.32,34.04,0.09,1494.53,0.87,1.25,6.6,0.52,164.33,286.9,149.69,0.001,0.005,2.04,8.86,0.5,3.43,16.8,0.67,0.025,14.78,0.07,1.22,3.06,2.92,0.18,11.31,674.88,60.83,0,0.0025,5598.0,7522.0,856.0,0
0.08,0.37,16.57,10.0,0.06,0.05,0.005,0.05,5.3,0.88,31.32,0.29,1.83,0.61,0.69,0.025,0.42,0.11,3.03,0.005,55.03,0.61,0.02,0.62,1.94,36.08,1.18,6.04,0.001,0.01,2.23,0.37,0.5,0.31,3.21,0.025,0.025,0.7,0.02,0.08,0.21,3.07,0.33,1.41,4.87,2.97,0,0.0025,4750.52,7963.7,290.0,0
0.05,4.5,1.69,214.36,0.56,0.05,9.45,0.08,22.12,5.02,18.52,10.88,11.04,1.73,12.41,0.1,0.8,1.44,12.48,0.6,865.3,0.25,0.44,3.64,4.23,469.66,5.26,97.23,0.001,0.005,14.27,9.26,0.5,0.2,108.31,0.24,0.025,1.8,0.29,1.02,0.38,85.1,1.53,9.77,24.99,21.57,0,0.006,9209.416,6371.632,1466.209,0
0.826,3.19,8.93,157.4,0.62,0.05,0.52,5.55,17.3,6.37,17.72,8.45,7.98,3.88,8.16,0.09,1.27,0.67,10.05,1.12,2483.59,1.52,0.37,2.42,4.6,462.37,37.31,48.79,0.002,0.02,52.6,6.9,0.5,0.64,74.64,0.18,0.025,2.24,0.17,0.5,0.65,62.21,1.15,9.44,766.02,71.45,0,0.005,9890.076,6738.958,1404.28,0
60.22,2.62,14.16,318.56,0.37,0.15,0.63,55.0,9.74,3.43,30.22,9.58,311.55,1.38,6.28,0.025,0.85,1.2,4.43,0.24,237.16,19.02,0.07,1.75,5.33,283.01,11000.0,85.29,0.001,1.24,33.78,4.85,4.25,0.57,43.14,0.13,0.025,1.21,0.13,0.77,0.42,51.67,0.76,3.73,8497.46,30.71,0,0.077,7837.401,5371.365,1448.0,0
0.03,8.13,1.4,697.08,0.85,0.05,4.31,0.09,22.39,20.79,22.25,4.47,37.7,5.05,19.01,0.05,3.02,0.56,12.21,2.26,881.03,0.7,3.0,5.67,11.65,1082.13,7.09,5.99,0.001,0.01,4.14,17.27,0.5,0.97,597.95,0.37,0.025,2.59,0.59,0.19,0.74,163.6,0.33,11.55,96.93,99.36,0,0.006,10751.67,9714.179,1408.0,0
0.603,8.23,144.53,269.9,1.01,0.05,0.16,0.24,51.37,18.08,40.31,40.73,16.07,4.65,22.01,0.08,2.13,3.2,19.97,0.39,1648.4,1.49,0.04,6.92,13.34,548.8,22.45,243.73,0.001,0.02,22.41,17.55,0.5,2.32,27.54,0.41,0.025,3.43,0.47,2.44,1.0,182.35,2.06,10.3,84.07,73.23,0,0.026,11050.14,6507.386,1496.27,0
0.233,5.15,9.59,142.5,0.62,0.16,6.79,0.28,14.7,14.31,15.04,5.46,68.84,23.26,27.55,0.36,0.7,0.56,5.75,3.81,2521.05,31.91,0.35,3.07,8.42,631.02,7.32,47.85,0.002,0.06,1.07,14.79,0.5,2.35,114.5,0.27,0.025,2.61,0.33,0.33,0.42,219.97,2.86,17.37,221.68,38.83,0,0.0025,5203.0,3728.0,875.0,0
0.027,6.96,25.04,143.29,0.12,7.72,0.11,0.05,27.98,0.29,11.54,0.11,7.13,0.89,10.72,0.1,0.86,0.01,15.17,0.01,22.49,4.62,0.07,6.64,0.83,1256.15,71.21,0.55,0.001,0.15,9.04,5.32,2.11,35.79,967.75,0.48,1.106,7.61,0.44,0.07,1.31,84.69,1.79,3.16,5.71,25.7,0,0.005,11124.085,6882.425,1385.65,0
0.083,0.41,6.91,21.48,0.09,0.005,0.03,0.05,8.08,2.06,25.97,0.37,5.7,1.06,1.48,0.025,0.2,0.05,4.14,0.16,217.26,0.65,0.01,2.24,2.29,135.93,1.55,3.63,0.001,0.005,1.9,0.76,0.5,0.2,2.55,0.11,0.025,1.8,0.1,0.05,0.3,8.83,0.79,3.25,13.89,3.01,0,0.0025,5228.769,7985.177,543.0,0
0.191,8.43,16.22,504.1,0.62,0.17,0.03,0.01,53.34,0.19,6.16,10.62,5.47,1.91,19.75,0.09,2.03,4.15,26.77,0.27,86.21,6.85,0.11,5.4,0.73,240.04,9.85,259.09,0.002,0.1,2.58,7.86,0.5,1.98,26.13,0.44,0.025,10.96,0.17,2.08,2.2,75.72,0.29,11.18,13.1,86.57,0,0.0025,4811.6,6128.751,1178.0,0
0.01,10.99,4.35,843.79,2.58,0.05,0.23,0.15,105.39,12.22,68.23,6.15,2.5,5.34,25.08,0.13,0.48,3.88,48.92,1.12,528.91,0.22,0.31,21.82,35.8,732.75,0.74,183.54,0.001,0.005,1.87,20.16,0.5,1.94,46.19,1.43,0.025,15.78,0.6,0.96,2.19,132.72,1.08,45.91,9.12,17.06,0,0.0025,11969.984,9250.353,1304.83,0
113.648,6.05,4470.81,146.92,1.1,147.36,0.66,12.19,38.08,2643.08,57.38,2.21,2376.07,5.07,17.71,0.08,1.21,0.36,17.42,1.01,428.69,4.21,0.42,10.06,21.06,667.12,6475.65,17.62,0.002,0.75,135.66,13.03,5.42,9.72,110.29,0.68,21.726,7.4,0.37,0.2,0.85,99.95,1.05,13.42,1242.7,34.53,1,8.391,13082.933,7638.933,1385.0,0
0.053,0.41,8.07,10.99,0.08,0.05,0.005,0.05,7.33,0.73,30.2,0.37,2.76,0.56,0.98,0.025,0.1,0.14,4.04,0.01,46.7,0.68,0.02,0.87,1.65,43.19,1.94,6.6,0.001,0.01,1.65,0.4,0.5,0.2,2.31,0.05,0.025,0.91,0.03,0.1,0.2,4.28,0.37,0.99,12.0,3.81,0,0.0025,4753.44,7963.0,290.0,0
0.137,7.21,0.99,1230.39,0.9,0.05,2.93,0.05,28.61,15.92,31.51,7.55,21.08,3.94,14.9,0.08,1.91,1.43,11.65,1.34,954.24,0.18,1.9,6.07,10.52,670.49,8.91,59.92,0.001,0.02,2.18,15.15,0.5,1.16,351.43,0.43,0.025,3.53,0.35,0.74,0.99,129.48,0.74,12.03,74.72,66.42,0,0.0025,7715.0,7227.0,1271.0,0
0.259,9.84,430.32,457.21,1.11,0.08,0.08,0.06,38.83,4.44,20.14,12.88,17.14,4.26,22.25,0.09,2.52,3.31,20.04,0.23,310.71,1.69,0.07,7.28,0.9,732.65,8.74,195.07,0.001,0.005,41.93,16.46,0.5,1.76,9.92,0.5,0.025,6.58,0.41,3.21,1.38,119.17,1.82,11.04,48.66,98.68,0,0.005,7652.489,9380.671,1004.9,0
0.04,0.53,0.58,67.18,0.29,0.005,3.47,0.12,1.92,1.53,15.67,0.86,3.36,1.02,1.31,0.025,0.1,0.08,1.07,0.18,2548.98,0.25,0.1,0.19,1.66,103.07,1.67,3.71,0.001,0.01,0.8,1.31,0.5,0.2,52.38,0.025,0.025,0.11,0.02,0.05,0.1,9.36,0.1,4.26,11.44,2.24,0,0.0025,6350.0,7659.0,877.0,0
0.495,2.93,41.54,138.02,0.36,0.05,0.05,0.05,6.87,1.97,21.32,2.8,4.07,1.35,6.94,0.025,0.8,1.27,3.57,0.14,148.07,4.81,0.03,1.42,1.46,333.56,10.55,96.84,0.001,0.01,5.8,4.61,0.5,0.58,3.59,0.14,0.091,1.52,0.14,0.83,0.44,39.01,0.96,2.65,17.95,37.94,0,0.018,5344.757,7899.473,623.0,0
6.604,6.14,108.41,377.43,1.66,0.25,0.13,0.09,47.74,3.12,5.1,18.32,3.54,1.22,15.53,0.025,2.71,2.66,21.31,0.2,254.12,1.69,0.06,7.19,0.64,98.75,31.26,152.88,0.001,0.01,13.55,3.71,0.5,3.12,22.05,0.94,0.025,15.78,0.08,1.28,4.86,16.22,1.47,15.6,41.2,63.59,0,0.057,5672.987,6627.363,1284.399,0
0.09,8.03,2.58,426.02,0.92,0.18,3.73,0.32,37.48,11.65,27.0,6.31,23.75,3.69,16.76,0.1,2.08,1.4,18.21,1.3,836.17,0.15,2.58,6.36,9.67,741.55,12.09,56.32,0.001,0.01,1.18,15.01,0.5,1.35,281.7,0.43,0.05,5.42,0.44,0.48,1.41,97.58,0.97,17.73,86.65,74.62,0,0.007,7564.0,6709.0,1317.0,0
3.619,3.58,328.04,179.5,0.55,0.05,0.06,0.67,19.13,3.92,17.46,4.21,25.19,3.64,7.48,0.05,1.63,1.53,10.11,0.12,86.96,21.77,0.04,3.26,1.76,299.59,404.93,116.66,0.001,2.49,25.58,5.46,0.5,0.93,8.77,0.25,0.025,4.36,0.16,0.86,1.07,60.19,1.49,4.68,167.94,51.94,1,0.171,5700.862,8006.657,601.0,0
0.306,2.39,24.19,116.0,0.39,0.05,0.1,0.05,28.5,2.22,19.93,2.85,19.97,1.37,6.21,0.1,1.36,0.97,16.21,0.11,182.07,2.36,0.03,2.32,1.42,313.72,7.18,75.68,0.001,0.005,10.53,5.01,0.5,0.71,5.29,0.17,0.025,3.34,0.15,0.59,0.91,48.64,1.51,5.93,17.48,61.27,0,0.0025,5506.205,8010.576,580.0,0
0.044,8.08,1.49,520.49,1.16,0.05,4.62,0.11,29.65,19.59,37.96,2.57,19.68,6.03,21.83,0.09,1.59,0.68,15.81,1.94,947.53,0.41,2.51,6.69,9.64,1022.75,9.98,16.71,0.001,0.03,0.54,15.75,0.5,1.42,576.02,0.44,0.025,2.38,0.52,0.18,0.67,152.5,0.63,16.22,96.14,56.85,0,0.0025,11568.974,7096.43,1308.0,0
1.794,6.57,100.0,1361.74,1.34,1.31,0.22,0.32,12.51,3.46,28.77,8.18,60.05,5.25,18.05,0.11,0.98,1.6,5.3,1.03,297.0,9.5,0.36,6.31,7.4,507.13,232.96,94.49,0.001,0.1,190.38,11.89,2.76,57.38,66.58,0.52,0.1,9.9,0.27,1.01,1.56,68.44,3.8,13.76,169.67,15.2,0,0.006,12428.873,9420.568,1367.92,0
