Codigo,East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
MUESTRA1024,4653.335,6315.891,1063,0.246,18.743,2.59,11.44,474.78,0.27,0.15,0.31,25.54,6.52,1.24,12.33,4.07,48.38,2.1,4.91,<0.05,0.61,1.85,3.9,0.13,105.23,51.36,0.12,0.96,0.92,190.43,1973.63,108.61,<0.002,0.23,29.26,3.25,1,0.28,36.07,0.07,1.847,0.76,0.07,1.04,0.21,32.77,1.1,1.96,2076.67,20.85
MUESTRA1025,4627.629,6320.873,1030,0.073,0.712,1.62,8.86,29.71,0.18,0.09,1.21,6.72,6.58,0.76,18.37,2.05,27.03,3.05,6.44,0.05,0.39,0.23,3.61,0.11,216.74,24.12,0.1,1.15,0.91,162.3,41.37,15.13,<0.002,0.11,13.71,3.09,<1,0.29,27.92,0.12,0.422,0.93,0.09,0.15,0.22,65.95,0.55,2.54,274.64,17.68
MUESTRA1026,4641.015,6340.459,1016.7,0.023,0.234,3.09,3.52,206.14,0.41,0.05,1.25,0.22,13.08,2.62,13.21,6.28,22.22,1.19,7.87,0.05,0.96,1.12,7.83,0.16,187.43,7.04,0.25,1.69,3.21,277.92,22.45,71.67,<0.002,0.04,15.23,5.23,<1,0.2,39.55,0.12,0.08,1.47,0.15,0.59,0.4,55.34,0.55,5.66,62.2,28.49
MUESTRA1027,4615.867,6342.23,1039,0.034,0.449,3.05,10.27,166,0.49,0.27,1.64,1.1,16.89,4.46,17.57,6.09,14.17,2.16,7.24,0.07,0.87,0.77,8.21,0.45,362.94,57.5,0.26,1.7,3.35,278.75,11.96,59.4,<0.002,0.07,20.87,5.77,<1,0.4,44.93,0.13,0.44,1.42,0.14,0.48,0.39,63.99,1.72,5.93,221.37,43.99
MUESTRA1028,4616.461,6342.215,1039,0.013,0.502,7.91,132.4,104.5,0.77,0.54,5.9,11.25,32.75,14.66,15.9,10.28,51.56,9.81,22.82,0.13,1.8,0.69,17.8,1.22,1642.57,37.21,0.37,5.94,7.89,726.82,23.88,62.65,<0.002,0.04,13.04,16.24,<1,2.26,124.48,0.35,0.475,4.17,0.44,0.65,1.29,154.03,4.13,15.62,3213.01,64.78
MUESTRA1029,4617.052,6342.172,1039,0.045,1.525,5.83,94.47,41.12,0.33,0.7,5.96,1.91,28.48,2.97,17.44,3.05,27.95,7.2,16.91,0.09,2.08,0.46,14.88,0.51,957.88,85.09,0.15,4.19,1.35,523.78,13.12,42.98,<0.002,0.04,13.11,12.54,<1,1.68,108.36,0.31,1.796,3.54,0.37,0.42,0.95,200.52,2.99,12.56,630.73,67.11
MUESTRA1030,4610.451,6339.269,1037,0.021,0.381,5.63,35.24,10.75,0.75,0.31,5.12,4.59,21.71,13.33,19.67,3.27,37.82,7.19,16.95,0.11,0.95,0.04,11.25,1.16,1440.32,26.32,0.03,2.49,5.83,393.08,8.23,2.76,<0.002,0.07,10.49,8.12,1.96,1.5,68,0.2,0.372,1.96,0.24,0.05,0.54,92.07,2.32,9.33,919.52,37.3
MUESTRA1031,4619.826,6358.339,1022.22,0.38,41.374,2.88,9.56,157.38,0.41,0.05,0.29,0.92,7.39,1.64,17.16,9.65,38.62,1.17,6.01,<0.05,0.75,1.28,3.84,0.14,114.5,58.31,0.12,1.42,2.72,191.47,148.67,83.18,<0.002,0.03,22.19,3.71,<1,0.2,19.74,0.08,0.199,0.93,0.11,0.6,0.27,50.58,0.92,3.23,156.47,22.62
MUESTRA1032,4620.526,6358.339,1022.22,0.135,1.923,1.71,3,97.4,0.24,0.05,0.5,0.51,8.59,1.65,23.78,3.85,22.23,0.8,2.72,<0.05,0.2,0.58,4.6,0.06,156.07,22.44,0.06,0.47,1.73,93.13,61.73,46.6,<0.002,0.02,19.97,1.97,<1,0.22,19.16,<0.05,0.167,0.41,0.04,0.39,0.1,21.73,0.42,2,89.31,5.82
MUESTRA1033,4601.089,6364.632,1021.28,2.873,21.744,1.13,16.57,10.99,0.18,4.71,1,0.2,6.98,0.84,8.11,0.97,83.23,10.32,5.05,0.08,0.3,0.07,3.78,0.02,136.89,52.31,0.01,0.84,0.43,227.48,58.48,5.61,<0.002,0.13,16.69,1.58,1.98,0.64,25.81,0.06,8.727,0.55,0.08,0.05,0.22,29.44,3.22,3.41,330.76,10.68
MUESTRA1034,4995.594,8197.018,413,0.006,0.743,9.49,103.23,525.09,1.74,0.06,0.2,2.24,33.61,13.45,71.61,8.72,15.14,5.5,22.26,0.12,1.6,3.55,15.59,1.12,2546.89,5.06,0.1,7.77,17.32,1072.47,102.97,193.6,<0.002,0.1,29.47,16.56,<1,8.17,20.47,0.64,0.065,5.06,0.53,2.82,1.32,144.79,5.24,12.32,770.67,61.18
MUESTRA1035,4995.068,8197.667,413,<0.005,0.301,0.56,13.97,28.4,0.12,0.05,0.01,0.61,4.63,1.74,27.1,0.6,3.64,0.82,1.32,<0.05,0.31,0.22,2.51,0.05,657.39,0.55,0.01,1.84,3.69,106.79,34.79,14.43,<0.002,0.01,3.76,0.95,<1,3.15,3.7,0.13,<0.05,1.52,0.07,0.14,0.2,11.39,1.42,1.63,97.19,5.93
MUESTRA1036,4994.65,8198.165,413,<0.005,<0.01,0.26,0.2,10.9,0.06,<0.01,0.01,<0.02,<0.01,<0.1,21.94,<0.05,0.2,0.52,<0.05,<0.05,<0.1,0.1,<0.5,0.01,46.93,<0.05,0.01,<0.1,<0.2,49.99,<0.5,<0.1,<0.002,0.01,<0.05,<0.1,<1,<0.2,<0.2,<0.05,<0.05,<0.01,0.05,<0.02,<0.1,3.71,<0.1,<0.1,21.64,<0.5
MUESTRA1037,4994.261,8198.576,413,<0.005,0.427,0.28,12.83,10.92,0.06,0.05,0.01,0.05,9.3,0.58,15.42,0.41,5.23,0.56,0.72,<0.05,0.1,0.12,4.31,0.01,49.29,0.89,0.01,1.3,1.02,48.62,66.39,6.63,<0.002,0.01,2.44,0.31,<1,1.32,1.94,0.06,<0.05,1.3,0.05,0.1,0.2,3.94,1.09,1.24,20.77,5.66
MUESTRA1038,4993.825,8199.003,413,<0.005,0.53,1,15.41,36.78,0.16,0.05,0.01,0.06,17.39,0.69,14.41,0.62,4.32,0.59,2.41,<0.05,0.52,0.43,8.02,0.02,80.9,0.82,0.01,3.31,1.53,79.27,33.99,18.34,<0.002,0.01,2.16,1.34,<1,2.59,3.37,0.2,<0.05,2.26,0.11,0.27,0.41,16.39,2.07,2.42,18.72,20.8
MUESTRA1039,4993.402,8199.455,413,<0.005,<0.01,6.62,0.29,668.22,1.18,<0.01,0.03,<0.02,0.05,<0.1,1.9,<0.05,0.2,1.13,<0.05,<0.05,<0.1,3.12,<0.5,0.11,150.4,<0.05,0.07,<0.1,<0.2,141.32,<0.5,<0.1,<0.002,0.01,<0.05,<0.1,<1,<0.2,<0.2,<0.05,<0.05,0.05,0.08,<0.02,<0.1,4.21,<0.1,<0.1,36.98,<0.5
MUESTRA1040,4995,8213,382,0.01,<0.01,1.77,0.2,83.9,0.45,<0.01,0.01,<0.02,<0.01,<0.1,18.16,<0.05,0.2,0.92,<0.05,<0.05,<0.1,0.7,<0.5,0.03,50.89,<0.05,0.03,<0.1,<0.2,111.08,<0.5,<0.1,<0.002,0.01,0.05,<0.1,<1,<0.2,<0.2,<0.05,<0.05,<0.01,0.09,<0.02,<0.1,22.61,<0.1,<0.1,17.52,<0.5
MUESTRA1041,4994.42,8197.143,410,0.005,0.96,1.48,20.47,98.93,0.3,0.09,0.01,0.12,17.21,0.85,21.13,1.79,7.85,0.7,3.92,<0.05,0.79,0.71,9.63,0.05,56.54,1,0.02,2.99,1.74,93.61,218.17,34.06,<0.002,0.02,3.97,2.49,<1,1.3,4.4,0.22,<0.05,2.33,0.11,0.47,0.63,22.52,0.81,3.34,42.63,19.81
MUESTRA1042,4987.099,8192.271,400,0.01,0.257,6.65,214.27,308.88,0.64,0.1,0.05,0.16,37.95,0.32,2.87,3.98,19.49,1.71,11.25,0.1,2.77,2.99,21.94,0.16,145.59,3.57,0.13,5.44,0.68,223.97,209.11,159.06,<0.002,0.02,6.72,2.23,<1,3.3,16.92,0.58,<0.05,18.17,0.07,1.83,4.17,3.65,0.58,9.49,85.16,91.89
MUESTRA1043,4986.764,8192.549,400,0.25,3.765,5.53,570.49,340.17,0.97,0.15,0.03,8.82,42.93,7.32,23.14,5.46,28.48,7.29,13.19,0.15,1.4,2.81,25.92,0.15,2180.75,5.27,0.1,6.56,14.04,783.64,263.68,176.36,<0.002,0.09,12.08,8.26,1.07,9.86,19.95,0.54,0.05,9.43,0.22,2.65,2.35,47.54,1.96,14.34,736.82,48.14
MUESTRA1044,4986.355,8192.968,400,0.019,2.378,8.9,165.64,481.36,1.28,0.21,0.04,1.11,44.77,8.82,63.44,10.95,26.83,5.21,20.99,0.1,1.91,3.87,20.2,0.33,1277.78,2.98,0.1,9.1,8.71,980.74,201.09,223.16,<0.002,0.03,8.39,20.12,1.02,6.74,11.1,0.64,0.061,6.96,0.52,2.41,1.36,128.73,4,9.32,391.31,57.4
MUESTRA1045,4985.997,8193.225,400,0.007,4.796,8,123.1,443,1.33,0.14,0.05,2.22,46.3,11.67,56.85,11.32,27.82,5.4,18.94,0.11,1.62,3.37,20.99,0.46,2343.31,3.17,0.12,8.48,19.8,927.57,106.28,211.94,<0.002,0.02,12.27,15.46,1.03,7.31,14.44,0.54,<0.05,7.13,0.45,2.83,1.65,113.31,3.85,13.09,914.33,59.84
MUESTRA1046,4985.642,8193.464,400,<0.005,1.377,5.92,114.74,663.58,1.08,0.05,0.02,0.33,41.99,0.55,3.94,3.52,18.3,1.91,12.92,0.05,2.76,2.73,23.41,0.1,283.23,2.53,0.14,6.4,0.88,186.99,155.86,163.34,<0.002,0.01,10.08,2.2,<1,6.71,10.72,0.71,<0.05,18.11,0.07,1.85,4.01,5.03,2.94,9.25,134,91.51
MUESTRA1047,4922.31,8130.262,340,<0.005,0.548,0.96,60.41,47.77,0.72,0.05,0.11,0.05,3.71,0.37,34.03,3.85,3.49,0.85,2.57,0.15,0.22,0.4,2.59,0.04,82.38,0.6,0.03,0.18,1.75,303.35,5.74,28.75,<0.002,0.02,391.77,0.29,<1,0.2,17.97,<0.05,<0.05,0.78,0.04,4.1,1.1,4.69,0.21,0.86,8.55,10.62
MUESTRA1048,4922.559,8130.166,340,<0.005,0.421,1.51,351.65,64.35,1.13,0.05,0.04,0.07,4.58,0.55,23.27,5.86,17.96,4.34,3.84,0.16,0.31,0.39,2.54,0.05,54.81,4.63,0.03,0.3,1.67,812.51,10.89,30.78,<0.002,0.02,1045.6,1.14,<1,0.2,15.51,<0.05,<0.05,1.48,0.08,11.03,0.98,35.89,0.1,1.41,40.34,20.57
MUESTRA1049,4843.648,8047.978,320,<0.005,0.079,0.88,262.9,153.07,1.27,0.05,0.05,0.05,2.99,1.46,22.89,6.32,6.17,2.9,1.97,0.06,0.37,0.04,1.6,0.03,76.62,1.32,0.02,0.71,2.63,223.51,3.34,4.63,<0.002,0.01,96.54,1.08,<1,0.27,21.68,<0.05,<0.05,0.82,0.05,0.31,1.06,19.47,4.1,1.08,6.38,15.76
MUESTRA1050,4845.475,8046.445,320,<0.005,0.039,0.27,6.57,41.49,0.2,<0.01,0.06,<0.02,1.84,0.91,22.65,0.75,3.42,0.59,0.98,<0.05,0.1,0.02,0.86,0.15,50.12,0.39,0.01,1.75,2.03,49.75,1.15,1.74,<0.002,<0.01,10.41,0.19,<1,0.2,11,<0.05,<0.05,0.14,0.01,0.05,0.82,8.57,0.29,0.68,3.64,4.96
MUESTRA1051,5218,8313,372,0.009,1.816,8.55,32.29,175.92,1,0.21,0.64,0.05,40.58,20.29,39.18,20.57,12.29,6.47,18.31,0.08,1.53,2.08,17.69,0.7,299.41,61.43,2.48,13.32,38.97,1376.31,29.42,156.29,0.002,5.28,4.37,13.06,<1,1.02,112.46,0.78,0.054,4.56,0.53,1.13,1.26,155.57,4.24,12.66,32.06,93.58
MUESTRA1052,5218,8311,370,<0.005,1.224,7.58,88.76,500.48,1.19,0.09,1.31,0.05,35.04,14.25,45.91,12.37,45.99,4.82,15.97,0.07,2.85,1.81,17.63,0.72,384.43,10.5,1.98,12.64,32.3,1229.31,38.88,110.66,<0.002,2.29,7.79,14.64,<1,0.87,156.74,0.62,<0.05,5.96,0.51,0.84,1.84,117.03,3.5,12.16,48.63,116.55
MUESTRA1053,5106.15,8330,355,1.14,14.745,1.13,>10000,72.56,0.23,0.05,0.26,0.87,7.39,0.58,12.88,2.15,21.68,2.62,2.01,<0.05,0.32,0.45,4.18,0.03,94.97,1.5,0.02,0.93,1.54,214.89,1173.02,27.86,<0.002,0.29,155.57,0.98,<1,1.49,30.32,0.09,<0.05,2.48,0.02,0.32,0.87,5.7,0.42,2.06,30.59,13.16
MUESTRA1054,5106.18,8329.73,355,0.113,30.306,5.54,1730.29,324.01,0.87,0.11,0.05,1.63,32.16,0.47,4.64,6.02,17,1.3,10.19,<0.05,1.91,2.34,18.41,0.1,115,2.24,0.09,4.64,1.26,68.3,292.63,130.58,<0.002,0.62,101.28,1.93,<1,3.53,13.13,0.48,<0.05,11.12,0.07,1.44,2.8,6.48,0.79,5.95,164.03,70.74
MUESTRA1055,5106.28,8329.074,355,0.027,18.093,5.91,1797.57,498.08,1.17,0.21,0.04,7.28,44.17,1.28,3.73,7.71,21.84,1.22,15.5,<0.05,2.9,2.65,26.61,0.15,114.45,3.79,0.09,4.35,1.06,86.13,486.79,198.37,<0.002,0.86,134.99,3.02,<1,3.51,25.95,0.44,<0.05,13.5,0.07,1.89,3.38,11.35,0.94,7.71,544.79,98.26
MUESTRA1056,5106.36,8328.474,355,0.051,25.842,6.46,1554.14,647.7,1.13,0.5,0.05,0.24,39.27,0.46,6.51,5.45,24.37,1.41,12.31,<0.05,2.03,2.98,23.74,0.17,136.86,2.4,0.1,4.09,0.91,108.8,51.95,158.28,<0.002,0.3,54.66,3.14,<1,1.45,22.44,0.43,<0.05,14.11,0.09,1.64,3.44,21.52,1.02,8.09,19.07,69.1
MUESTRA1057,5106.5,8327.524,355,<0.005,0.965,6.24,490.47,572.44,1.81,0.49,0.08,0.07,41.14,0.38,3.11,8.28,3.12,0.72,11.56,<0.05,2.45,2.4,24.44,0.13,97.46,2.45,0.1,4.72,0.55,87.89,25.9,154.43,<0.002,0.05,11.69,3.04,<1,1.1,21.27,0.56,<0.05,17.85,0.08,1.33,3.53,15.47,1.08,8.72,17.46,88.85
MUESTRA1058,5105.85,8323,360,0.006,0.652,5.82,63.86,287.51,1.82,0.17,0.41,2.1,33.38,14.42,19.59,22.08,31.06,3.58,12.91,0.07,1.86,0.73,18.77,8.27,3437.36,3.4,0.02,5.81,15.91,632.96,38.29,50.41,<0.002,0.02,15.83,8.82,<1,0.8,28.75,0.31,0.117,4.44,0.25,0.62,2.09,87.35,2.18,16.79,788.56,70.17
MUESTRA1059,5105.83,8322,360,<0.005,0.291,3.94,20.3,30.64,0.53,0.13,6.97,0.2,17.52,5.87,7.08,2.92,49.89,1.62,9.89,<0.05,0.65,0.01,9.87,8.84,606.71,0.28,0.01,3.9,7.26,796.68,8.15,2.38,<0.002,0.06,5.81,3.67,<1,0.68,251.07,0.25,0.05,2.6,0.15,0.05,1.39,32.77,1.17,4.84,36.89,27.36
MUESTRA1060,5105.85,8321,360,<0.005,0.057,0.7,2.22,10.21,0.5,0.09,20,0.18,5.73,1.8,1,0.8,3.14,0.47,1.97,0.05,0.32,0.01,2.6,10.35,1068.31,0.21,0.01,1.83,0.9,4268.94,7.63,0.58,<0.002,<0.01,1.32,0.63,<1,0.21,578.13,0.07,0.073,0.95,0.02,0.05,3.65,10.67,0.43,3.32,14.74,13.92
MUESTRA1061,5107.2,8320.5,361,<0.005,0.19,1.54,7.59,31.96,0.24,0.05,1.17,0.05,5.78,2.35,14.34,0.91,9.76,1.09,3.79,<0.05,0.31,0.03,2.87,1.68,244.46,0.67,0.01,1.59,2.87,108.71,6.19,1.93,<0.002,0.13,2.68,1.49,<1,0.31,20.54,0.11,<0.05,0.71,0.06,0.05,2.26,63.99,0.5,1.46,31.84,14.83
MUESTRA1062,5107.22,8320.15,361,0.006,0.101,0.87,2.23,118.2,0.71,0.05,23.77,0.08,7.95,1.82,1.96,1.67,10.33,0.61,2.58,0.05,0.27,0.02,4.86,5.66,1943.06,0.16,0.01,1.31,1.12,1700.93,6.68,1.86,<0.002,0.01,5.91,0.88,<1,0.27,611.97,0.07,<0.05,0.77,0.03,<0.02,1.43,8.12,1,3.41,18.57,11.06
MUESTRA1063,5107.25,8319.5,361,0.087,0.127,5.01,5.11,28.65,0.69,0.08,6.24,0.05,20.55,8.04,13.01,3.64,13.02,2.26,8.93,0.09,1.5,0.01,9.45,7.39,470.82,0.16,0.01,4.87,10.22,337.09,6.06,0.76,<0.002,0.05,2.03,5.97,<1,0.71,304.42,0.33,<0.05,3.6,0.23,<0.02,0.83,28.33,1.06,4.79,41.85,54.35
MUESTRA1064,5107.28,8318.73,361,<0.005,0.14,3.8,6.82,38.12,0.73,0.05,6.77,0.15,23.18,6.64,16.61,3.56,8.26,1.99,9.27,<0.05,1.51,0.01,12.01,7.12,881.26,0.18,0.01,3.36,12.09,663.97,9.9,0.79,<0.002,0.03,1.44,6.45,<1,0.58,295.64,0.28,<0.05,2.61,0.26,<0.02,0.9,26.57,0.6,7.61,37.75,49.03
MUESTRA1065,5107.31,8318.08,362,<0.005,0.227,6.12,6.84,402.9,0.86,0.1,1.88,0.05,26.59,10.11,15.74,10.25,13.97,2.73,11.86,0.06,2.17,0.42,12.84,6.53,351.59,0.2,0.01,6.81,12.52,212.68,8.21,23.02,<0.002,0.34,1.98,9.3,<1,0.87,113.24,0.47,<0.05,4.81,0.32,0.2,1.08,44.32,0.95,7.05,54.73,82.83
MUESTRA1066,5107.35,8317.33,362,0.005,0.196,0.58,3.35,59.39,0.16,0.05,7.02,0.08,2,1.49,9.38,0.8,35.17,0.85,1.99,<0.05,0.1,0.04,2.17,2.4,473.8,0.97,0.01,0.64,2,232.97,3.37,1.89,<0.002,0.1,4.19,0.54,<1,0.2,178.66,<0.05,<0.05,0.17,0.01,0.05,1.75,34.7,0.11,3.03,10.31,5.84
MUESTRA1067,5647,6771,1134,0.025,0.663,4.94,52.18,276.65,0.66,0.05,0.18,0.05,25.67,6.88,20.21,6.77,9.57,2.49,11.24,0.06,1.29,2.24,11.3,0.65,311.79,1.59,0.04,3.13,3.8,521.36,12.06,140.2,<0.002,0.01,7.15,8.71,<1,0.76,10.86,0.22,<0.05,2.64,0.22,1.12,1.02,72.26,5.32,7.49,35.18,48.67
MUESTRA1068,5107.65,8316.28,362,<0.005,0.168,1.13,3.82,27.55,0.41,0.05,11.55,0.17,6.72,4.67,10.32,0.97,17.11,1.32,2.79,<0.05,0.28,0.02,4.08,3.03,1361.43,0.88,0.01,1.65,5.2,897.55,7.18,1.63,<0.002,0.09,1.95,1.5,<1,0.27,274,0.08,<0.05,0.84,0.05,<0.02,1.47,52.52,0.38,3.94,25.73,16.23
MUESTRA1069,5107.69,8315.03,362,0.009,0.37,8.62,24.2,563.61,1.95,0.15,1.2,0.05,44.78,10.32,29.76,18.71,13.99,4.07,17.89,0.08,1.34,2.75,18.44,2.58,614.17,0.26,0.04,12.67,18.39,867.15,11.51,125.46,<0.002,0.58,2.52,11.33,<1,1.2,51.38,0.65,<0.05,5.26,0.57,1.02,0.65,135.86,3.56,10.18,58.69,55.06
MUESTRA1070,5516.238,6887.632,1040,0.119,2.074,3.97,174.34,169.69,0.83,0.05,0.43,0.53,21.54,9.35,16.72,7.79,15.51,2.68,9.72,<0.05,1.13,1.47,6.54,0.49,926.81,8.92,0.07,2.33,5.45,489.33,34.02,113.15,<0.002,0.15,17.34,6.98,<1,0.68,41.63,0.18,0.058,3.02,0.18,1,1.25,74.25,3.02,7,61.53,50.91
MUESTRA1071,5515.665,6887.556,1040,0.056,0.411,2.24,1296.67,93.94,0.59,0.05,0.09,0.46,24.54,2.42,18.61,3.26,3.14,1.5,3.89,<0.05,0.82,0.83,13.02,0.21,283.56,6.99,0.02,1.02,1.74,207.76,15.38,55.89,<0.002,0.07,17.69,3.33,<1,0.43,11.78,0.08,<0.05,1.15,0.1,0.44,0.55,37.77,1.38,4.23,19.04,28.77
MUESTRA1072,5730.094,6776.153,1121.78,0.867,48.59,1.5,23.72,68.78,0.38,0.05,0.02,0.15,3.69,1.67,26.99,2.99,5.86,1.2,2.99,<0.05,0.33,0.55,1.87,0.06,93.54,7.4,0.02,0.66,3.6,82.36,48.71,42.58,<0.002,<0.01,23.28,1.52,<1,0.3,8.17,<0.05,<0.05,0.5,0.04,0.34,0.31,21.78,0.58,1.42,10.46,12.73
MUESTRA1073,6076.893,7066.71,1156,0.009,0.194,6.4,2.92,321.49,1.9,0.05,1.27,0.8,58.98,0.64,3.14,3.65,3.53,1.56,15,0.08,2.77,2,33.24,0.11,568.34,1.82,1.79,7.52,0.5,127.39,27.83,106.61,<0.002,0.02,1.59,9.15,<1,2.66,61.79,0.81,<0.05,16.58,0.08,0.92,3.84,3.83,0.31,17.53,95.73,94.14
MUESTRA1074,5653.383,7201.3,1056,<0.005,0.139,7.98,6.16,538.89,1.14,0.05,3.74,0.09,29.87,15.37,35.07,2.94,18,4.79,18.98,0.08,2.23,1.28,17,2,854.46,1.21,2.57,6.1,10.11,971.7,10.56,28.56,<0.002,<0.01,1.63,17.57,<1,1.15,491.71,0.43,<0.05,4.14,0.48,0.27,1.2,141.05,0.69,16.47,81.09,77.32
MUESTRA1075,5716.123,7160.875,1038.02,0.438,10.773,1.42,26.88,77.94,0.31,<0.01,0.03,0.05,2.77,1.02,16.41,2.5,4.99,1.05,3.02,<0.05,0.21,0.61,1.35,0.09,83.53,3.45,0.02,0.39,1.36,88.83,7.2,40.83,<0.002,<0.01,17.82,1.22,<1,0.2,9.27,<0.05,<0.05,0.43,0.03,0.27,0.47,29.01,0.3,0.88,5.45,7.7
MUESTRA1076,5619.311,7058.962,1013.18,<0.005,0.093,6.22,4.48,1118.45,1.85,0.17,1.87,0.25,49.3,0.75,13.09,1.96,6.93,2.02,16.87,0.08,2.87,3.94,26.07,0.09,373.3,3.12,1.71,7.55,0.73,103.37,24.13,130.64,<0.002,<0.01,2.66,8.94,<1,2.66,340.21,0.73,<0.05,11.16,0.09,0.81,3.36,5.65,0.7,28.81,45.36,75.69
MUESTRA1077,5560.612,6970.5,1002.42,<0.005,0.172,7.29,4.77,261.93,0.87,0.05,3.18,0.36,32.6,16.78,29.47,3.67,28.39,4.59,18.69,0.05,1.64,0.9,18.44,1.69,859.39,0.27,2.09,5.14,11.45,832.5,13.12,55.51,<0.002,<0.01,4.68,13.66,<1,1.34,354.93,0.4,<0.05,3.85,0.46,0.36,1.92,143.43,0.66,16.92,94.13,49.16
MUESTRA1078,5508.585,6987.065,969,<0.005,0.12,8.46,2.24,818.42,0.98,0.05,2.29,0.11,32.67,17.53,31.92,5.43,24.46,5.27,16.23,0.12,1.38,2.14,17.65,1.76,947.15,0.3,2.85,5.5,7.51,741.22,7.96,105.25,<0.002,<0.01,1.39,21.54,<1,1.07,228.63,0.41,<0.05,3.65,0.45,1.17,1.04,146.17,1.67,16.95,99.57,48.36
MUESTRA1079,5536.363,7110.256,970,<0.005,0.203,7.54,2.83,363.15,0.89,0.05,2.42,0.21,36.9,16.71,30.26,7.08,49.67,5.41,16.53,0.1,1.74,1.41,17.89,2.13,1085.09,0.22,2.55,6.57,10.28,687.38,7.43,89.16,<0.002,0.01,2.19,16.19,<1,1.19,209.47,0.41,<0.05,3.77,0.47,0.61,1.12,179.87,0.47,13.17,95.04,58.96
MUESTRA1080,5497.022,7200.974,956,<0.005,0.159,6.98,3.67,796.3,1.06,0.17,0.24,0.1,57.89,4.06,9.02,8.67,4.11,2.42,22.4,0.09,1.73,3.09,35.14,0.48,368.55,0.4,0.39,6.62,2.35,204.27,22.24,184.89,<0.002,0.01,2.16,10.63,<1,2.91,29.65,0.57,<0.05,13.3,0.15,1.26,2.7,31.81,0.78,15.17,65.95,59.34
MUESTRA1081,5244.806,7153.649,839,0.02,9.956,2.24,64.03,108.54,0.27,0.1,0.06,1.97,44.31,4.8,21.86,1.99,46.24,2.51,5.69,0.08,0.52,0.64,25.03,0.24,508.1,0.51,0.08,0.88,3.94,276.13,316.64,51.6,<0.002,0.03,9.63,3.98,<1,1.13,6.54,0.06,0.063,0.83,0.08,0.49,0.21,51.57,0.3,3.37,487.73,17.18
MUESTRA1082,5356.395,7056.879,907.18,<0.005,0.133,8.69,12.26,589.45,0.98,0.11,2.65,0.14,29.48,17.38,31.46,2.61,11.68,5.65,17.42,0.08,1.63,1.04,13.76,2.53,874.05,1.14,2.89,6.03,8.63,751.8,18.41,31.46,<0.002,0.02,1.97,18.89,<1,1.03,512.57,0.38,<0.05,2.4,0.5,0.51,0.84,157.34,0.93,15.62,104.32,42.2
MUESTRA1083,5243.787,7153.792,839,0.041,19.505,3.26,84.92,127,0.35,0.15,0.08,2.75,44.86,5.89,29.16,2.45,95.55,3.39,7.65,0.06,0.62,0.95,27.01,0.52,561.38,0.53,0.15,1.5,5.46,380,1004.5,60.51,<0.002,0.02,10.39,5.55,<1,1.52,9.63,0.09,0.064,1.01,0.13,0.7,0.32,100.55,0.72,3.71,630.83,24.9
MUESTRA1084,6221.44,7041.817,1277,<0.005,0.094,7.01,2.19,489.8,1.43,0.09,1.42,0.06,56.55,2.75,5.28,12.89,3.66,2.01,15.5,0.1,2.2,2.19,24.21,0.28,538.86,0.26,2.64,8.53,0.92,402.62,11.78,116.65,<0.002,0.01,2.2,4.16,<1,1.84,176.93,0.65,<0.05,10.19,0.16,0.76,2.87,16.46,2.03,14.5,57.87,66.35
MUESTRA1085,6222.612,7041.92,1277,<0.005,0.09,7.23,2.38,495.31,1.41,0.1,0.63,0.08,42.21,2.85,5.29,11.2,5.67,1.9,15.35,0.08,2.34,2.46,25.18,0.32,489.08,0.3,2.31,7.5,0.81,351.38,10.86,134.05,<0.002,0.01,1.77,4.27,<1,1.81,156.81,0.61,<0.05,9.98,0.19,0.94,2.59,16.02,2.65,12.33,59.54,71.16
MUESTRA1086,4313.229,7637.361,297.83,<0.005,0.315,8.67,91.39,505.88,1.12,0.05,0.04,0.94,44.89,4.79,3.73,8.39,4.03,2.15,16.13,0.05,2.02,3.51,26.41,0.23,682.91,1.74,0.08,8.47,4.82,231.11,11.11,237.54,<0.002,<0.01,4.09,5.97,<1,2.44,9.89,0.84,<0.05,16.57,0.21,1.84,3.14,39.02,2,11.31,85.41,48.09
MUESTRA1087,4289.216,7630.576,272.04,<0.005,0.054,2.23,90.57,72.9,0.41,0.07,0.03,0.45,14.51,30.05,21.38,1.26,9.33,2.77,4.97,<0.05,0.33,0.31,5.23,0.71,1252.12,1.54,0.02,2.14,21.01,283.43,134.11,21,<0.002,<0.01,3.94,2.13,<1,0.6,3.25,0.18,<0.05,2.03,0.09,0.16,0.54,24.74,1.53,3.14,133.94,4.83
